gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	cell_type_2
Stab2	1.7854177368124752e-30	-0.620832053269057	0.109	0.485	3.758839961311304e-26	3.7386706138195228e-34	-0.5687166092257772	0.118	0.503	7.871023243274241e-30	1.7854177368124752e-30	7.4773412276390934e-34	LEC
Tmed3	2.0514203827198273e-31	-0.3651871222106462	0.156	0.613	4.318855331740052e-27	1.919919919598106e-30	-0.36093544854186754	0.158	0.595	4.0420074067298927e-26	1.919919919598106e-30	4.102840765439657e-31	LEC
Pde2a	1.975846500049797e-30	-0.2877082283940948	0.038	0.372	4.159749636554838e-26	3.956100317153274e-42	-0.31846358869707647	0.054	0.412	8.328777997702788e-38	1.975846500049797e-30	7.912200634306597e-42	LEC
Nr4a1	8.243929355750955e-38	-0.5038285193080063	0.298	0.494	1.7355944472662488e-33	2.003724985727681e-30	-0.4363047168466891	0.336	0.54	4.2184422124524864e-26	2.003724985727681e-30	1.648785871150199e-37	BEC
Rfc1	4.272696545963588e-33	-0.3026588453647644	0.078	0.485	8.995308038217141e-29	2.167185068843205e-30	-0.27747842212471796	0.093	0.451	4.562574725435599e-26	2.167185068843205e-30	8.545393091927196e-33	LEC
Nucb1	8.120426505867912e-31	-0.36628256526645725	0.441	0.571	1.7095933922803717e-26	2.1891171578377894e-30	-0.3373694404427684	0.475	0.633	4.608748352395898e-26	2.1891171578377894e-30	1.6240853011735803e-30	BEC
Rnase4	4.5511971416538873e-32	-0.37691753422175966	0.107	0.526	9.581635342323929e-28	2.6226232948708147e-30	-0.28207051669047983	0.099	0.471	5.521408822691526e-26	2.6226232948708147e-30	9.102394283307845e-32	LEC
2610001J05Rik	3.658570911438571e-36	-0.34549191865382606	0.096	0.547	7.702389339851623e-32	2.6506692518232612e-30	-0.29728404179241963	0.112	0.497	5.580453975863511e-26	2.6506692518232612e-30	7.317141822877206e-36	LEC
Eln	8.294177687627628e-50	-0.42881921363041453	0.149	0.397	1.7461732285762447e-45	2.796599888050715e-30	-0.28291798258714007	0.186	0.408	5.88768174431317e-26	2.796599888050715e-30	1.6588355375255205e-49	BEC
Cir1	2.9081172445127372e-30	-0.29201053453730597	0.089	0.489	6.122459234872665e-26	4.3912175733909255e-32	-0.29177032968591343	0.084	0.444	9.244830357259915e-28	2.9081172445127372e-30	8.78243514678191e-32	LEC
Itm2a	3.0855953731136053e-30	-0.2749499435025677	0.104	0.27	6.496103939016073e-26	1.047089424039959e-53	-0.3004692223545084	0.112	0.359	2.2044373644313255e-49	3.0855953731136053e-30	2.094178848079913e-53	BEC
Ccser2	5.379625269641643e-40	-0.5494070140909638	0.163	0.661	1.1325725080176551e-35	3.1389727272443837e-30	-0.45097050817013384	0.196	0.634	6.608479282667601e-26	3.1389727272443837e-30	1.0759250539283289e-39	LEC
Guk1	3.347596527403731e-30	-0.2854238187352822	0.118	0.54	7.047694969143075e-26	3.2878608609113438e-31	-0.2984801985431593	0.106	0.49	6.921933470476652e-27	3.347596527403731e-30	6.575721721822698e-31	LEC
Naaa	3.4211012650248267e-34	-0.43674516996382484	0.125	0.577	7.202444493256768e-30	3.448396416574057e-30	-0.3150134668700363	0.127	0.536	7.259908975813362e-26	3.448396416574057e-30	6.842202530049708e-34	LEC
Glmp	3.686133535182008e-30	-0.29490346488848307	0.279	0.45	7.760416931618682e-26	1.3031523260557945e-39	-0.30879319904188834	0.285	0.528	2.743526592045264e-35	3.686133535182008e-30	2.6063046521116073e-39	BEC
Relb	4.968124252848131e-33	-0.47145818967062136	0.154	0.595	1.045939198952117e-28	3.698742557508783e-30	-0.3562744665351687	0.134	0.536	7.786962706323241e-26	3.698742557508783e-30	9.936248505696226e-33	LEC
Cyb5a	2.117574456382136e-30	-0.6074134255108191	0.375	0.81	4.458129503021311e-26	3.8291281171382354e-30	-0.6723291575209481	0.358	0.791	8.061463425011127e-26	3.8291281171382354e-30	4.235148912764286e-30	LEC
Mdk	4.0866988586405285e-30	-0.3195734289082057	0.334	0.533	8.603727107095905e-26	8.050585273246161e-40	-0.38891200881712457	0.312	0.571	1.6948897175765142e-35	4.0866988586405285e-30	1.610117054649224e-39	FRC
Sh3glb2	8.459678286977202e-36	-0.4449583733204508	0.158	0.65	1.7810160697573104e-31	4.127708774052714e-30	-0.39266547835083354	0.162	0.595	8.690065282013178e-26	4.127708774052714e-30	1.6919356573954418e-35	LEC
H1f0	4.68644538955724e-32	-0.33699159998307315	0.248	0.449	9.866373478634857e-28	4.1839657957713334e-30	-0.2838877735682889	0.273	0.502	8.808503189837389e-26	4.1839657957713334e-30	9.372890779114462e-32	BEC
Rab1b	9.011958536976287e-42	-0.3590544721241582	0.071	0.54	1.897287630789618e-37	4.245504184703245e-30	-0.2662349598676236	0.112	0.503	8.938059960055742e-26	4.245504184703245e-30	1.8023917073952503e-41	LEC
Igfbp4	1.5179428208762796e-34	-0.7088372509145062	0.214	0.712	3.1957250207908315e-30	4.5971552585243226e-30	-0.7106605564070345	0.261	0.712	9.678390965771257e-26	4.5971552585243226e-30	3.03588564175257e-34	LEC
Man2b1	2.6783996315586303e-31	-0.2681095445934003	0.107	0.544	5.638834744320384e-27	4.64073222972542e-30	-0.31630461682187977	0.109	0.49	9.770133563240927e-26	4.64073222972542e-30	5.356799263117307e-31	LEC
Cirbp	2.5823359485516807e-39	-0.4826562873765442	0.147	0.646	5.436591872485854e-35	6.602888707139591e-30	-0.30595604475645477	0.135	0.556	1.3901061595140982e-25	6.602888707139591e-30	5.164671897103348e-39	LEC
Stard4	7.112515775625076e-30	-0.27269725658188465	0.065	0.427	1.497397946242347e-25	1.589647403727125e-37	-0.2536661236818413	0.055	0.392	3.346684679066716e-33	7.112515775625076e-30	3.1792948074542365e-37	LEC
Maf	1.3329556358621854e-46	-0.8608857611372118	0.259	0.766	2.806271500180659e-42	7.11271952374207e-30	-0.710543322312529	0.276	0.686	1.497440841333418e-25	7.11271952374207e-30	2.6659112717243736e-46	LEC
Cbx3	1.8873585121020142e-35	-0.5360703303678138	0.223	0.712	3.97345587552837e-31	7.584173828811899e-30	-0.4659916775604726	0.198	0.634	1.596696116179769e-25	7.584173828811899e-30	3.774717024204026e-35	LEC
Dennd4a	8.26412672686092e-30	-0.3927573748404992	0.152	0.595	1.7398465998060295e-25	5.381934932982912e-33	-0.40674950798517806	0.128	0.542	1.1330587614408924e-28	8.26412672686092e-30	1.0763869865965828e-32	LEC
Limd2	3.92166271092722e-34	-0.29324685633310466	0.06	0.46	8.256276505315077e-30	8.506406558632714e-30	-0.302676594222672	0.09	0.438	1.7908537727889453e-25	8.506406558632714e-30	7.843325421854422e-34	LEC
Sh3pxd2a	8.839942130604383e-30	-0.2734018088320991	0.08	0.46	1.8610730167561407e-25	1.2965053179409366e-40	-0.2735778766700558	0.058	0.425	2.729532645861054e-36	8.839942130604383e-30	2.5930106358818875e-40	LEC
Atox1	1.2080891683176786e-31	-0.6461252065790175	0.388	0.785	2.5433901260592088e-27	9.804288233509904e-30	-0.670729410176514	0.404	0.797	2.06409680180084e-25	9.804288233509904e-30	2.416178336635377e-31	LEC
Sdhc	2.990668097496052e-36	-0.3375649446630314	0.089	0.536	6.296253545658438e-32	1.0938078911266298e-29	-0.27151326530932574	0.129	0.536	2.3027937531888937e-25	1.0938078911266298e-29	5.981336194992152e-36	LEC
Igf1r	6.097603114624182e-32	-0.46576935964354166	0.158	0.606	1.2837283837218292e-27	1.153842394786996e-29	-0.4237990471331646	0.163	0.582	2.4291843937450626e-25	1.153842394786996e-29	1.2195206229248345e-31	LEC
Ap3s1	1.08775546021507e-43	-0.43928933123933667	0.109	0.628	2.2900515703907868e-39	1.2676655849480034e-29	-0.31653774052087236	0.144	0.562	2.6688163559910313e-25	1.2676655849480034e-29	2.1755109204301457e-43	LEC
Dynlt3	1.3023053262081323e-29	-0.31913169644582673	0.147	0.588	2.741743403265981e-25	8.28889350216497e-31	-0.2889767710687699	0.13	0.549	1.7450607490107913e-26	1.3023053262081323e-29	1.6577787004329857e-30	LEC
Utrn	3.373988055976291e-38	-0.5837444760678652	0.188	0.697	7.103257054246886e-34	1.4502888126065492e-29	-0.47574731847913604	0.195	0.641	3.053293037180568e-25	1.4502888126065492e-29	6.74797611195264e-38	LEC
Cldn5	6.91761771254299e-44	-0.8108260266816063	0.431	0.872	1.4563660570216756e-39	1.5504097336097775e-29	-0.7185145598276798	0.428	0.817	3.2640776121686644e-25	1.5504097336097775e-29	1.383523542508605e-43	LEC
Asap1	1.642567165220854e-29	-0.29734141746619486	0.103	0.496	3.458096652939464e-25	1.6064874045538622e-40	-0.29254094027716737	0.076	0.477	3.382137932807246e-36	1.642567165220854e-29	3.2129748091077452e-40	LEC
Tsc22d1	2.213946081614834e-42	-0.4833865819030218	0.432	0.61	4.66102068562371e-38	1.695114210136015e-29	-0.3956174639870309	0.424	0.608	3.5687239465993525e-25	1.695114210136015e-29	4.427892163229673e-42	BEC
Atg12	7.34080459909513e-46	-0.434299552907782	0.085	0.591	1.5454595922474977e-41	2.1385938002180427e-29	-0.3026292817496208	0.121	0.516	4.502381527599045e-25	2.1385938002180427e-29	1.4681609198190227e-45	LEC
Slc9a9	2.3494770402712192e-29	-0.2915025932271016	0.013	0.296	4.946354012882998e-25	4.284889638809297e-44	-0.2644102374243214	0.019	0.288	9.020978156585213e-40	2.3494770402712192e-29	8.569779277618561e-44	LEC
Rab4b	1.4947235769723277e-32	-0.2830732767917788	0.094	0.515	3.1468415465998413e-28	2.4035039452312143e-29	-0.26870463106986675	0.124	0.523	5.060096855895275e-25	2.4035039452312143e-29	2.9894471539446444e-32	LEC
Cd81	2.3335669492837097e-29	-0.5783647962492494	0.315	0.759	4.912858498326994e-25	2.4301701254947707e-29	-0.6166367251847135	0.326	0.771	5.116237165204141e-25	2.4301701254947707e-29	4.6671338985674525e-29	LEC
Commd1	2.667465453742694e-29	-0.3614298976447975	0.161	0.599	5.615815019764493e-25	5.323188739305e-31	-0.3029628669412715	0.138	0.569	1.1206909252858817e-26	2.667465453742694e-29	1.0646377478610033e-30	LEC
Myo1b	1.3191117878504701e-37	-0.3866518873319378	0.094	0.544	2.7771260469615946e-33	3.053209532989837e-29	-0.2974811760126489	0.13	0.536	6.427922029803505e-25	3.053209532989837e-29	2.638223575700961e-37	LEC
Ndufc2	3.11214446240998e-29	-0.2612809181147253	0.642	0.78	6.55199773671173e-25	3.3893717477408574e-36	-0.30728776152586657	0.577	0.833	7.135644340518828e-32	3.11214446240998e-29	6.778743495481735e-36	FRC
Sox18	2.9531557424035364e-42	-0.5156686809412001	0.071	0.529	6.217278784482165e-38	3.6632792523106347e-29	-0.3649857648538174	0.09	0.425	7.712301809889579e-25	3.6632792523106347e-29	5.906311484807047e-42	LEC
Kdr	1.1239794526855875e-54	-0.8909418061160856	0.214	0.763	2.366313941738967e-50	3.7917380589119845e-29	-0.6346710479398489	0.288	0.712	7.982746135427401e-25	3.7917380589119845e-29	2.2479589053711808e-54	LEC
Phf14	3.3109345866262597e-38	-0.40838926041723644	0.125	0.613	6.970510585224264e-34	4.3949391261441483e-29	-0.2516625470510214	0.12	0.516	9.252665342271276e-25	4.3949391261441483e-29	6.621869173252551e-38	LEC
Gimap1	1.8839560138803241e-44	-0.5409686899080215	0.121	0.628	3.966292596022246e-40	4.4948771686912583e-29	-0.3569733488194702	0.146	0.556	9.463064903245707e-25	4.4948771686912583e-29	3.767912027760634e-44	LEC
Sirpa	2.4327079390914997e-35	-0.5016616802310934	0.143	0.599	5.121580024169334e-31	4.744832778619905e-29	-0.4258201399079057	0.175	0.608	9.989296448828486e-25	4.744832778619905e-29	4.865415878183036e-35	LEC
Arpc5l	1.1645539154804213e-30	-0.3464249998777368	0.129	0.566	2.451735358260931e-26	4.887817660373958e-29	-0.31077015578798783	0.119	0.503	1.0290322520385294e-24	4.887817660373958e-29	2.3291078309608402e-30	LEC
Plekho1	8.198104197805402e-33	-0.4515156715514135	0.152	0.602	1.7259468767639714e-28	6.22061957757064e-29	-0.36558104058756447	0.142	0.542	1.309627039665947e-24	6.22061957757064e-29	1.6396208395610827e-32	LEC
Vps36	6.402035315184447e-29	-0.31235351639288556	0.121	0.533	1.3478204949057816e-24	2.844260827314744e-34	-0.3615063809791689	0.12	0.542	5.98802231974573e-30	6.402035315184447e-29	5.68852165462953e-34	LEC
Acp1	6.894635759637255e-29	-0.25172111948404396	0.089	0.478	1.4515276664764312e-24	4.041177967396028e-33	-0.2683092663062464	0.097	0.484	8.507891974758858e-29	6.894635759637255e-29	8.082355934792071e-33	LEC
0610012G03Rik	6.479285937870656e-35	-0.35575168087743264	0.125	0.591	1.3640840684999092e-30	7.056834171700854e-29	-0.2938328850825746	0.129	0.523	1.4856752981681808e-24	7.056834171700854e-29	1.2958571875741362e-34	LEC
Cd55	2.9878973446615954e-47	-0.9251525000577104	0.261	0.792	6.290420279716057e-43	7.726305762035184e-29	-0.7764118101510159	0.313	0.712	1.6266191520812674e-24	7.726305762035184e-29	5.975794689323222e-47	LEC
Nsd1	7.797674341162326e-29	-0.3980694271591109	0.194	0.657	1.6416443790449045e-24	6.839237715346665e-34	-0.4068448903609351	0.159	0.627	1.4398647162119334e-29	7.797674341162326e-29	1.367847543069326e-33	LEC
Bod1l	8.969455440594275e-29	-0.3683045584752944	0.201	0.653	1.8883394539083126e-24	1.925714245961222e-30	-0.3725787478729564	0.171	0.621	4.0542062020221606e-26	8.969455440594275e-29	3.851428491922431e-30	LEC
Calm2	3.0724226494492207e-34	-0.6418852117265239	0.379	0.832	6.468371403885445e-30	9.402736719327928e-29	-0.6341122624197189	0.372	0.791	1.9795581615201087e-24	9.402736719327928e-29	6.14484529889848e-34	LEC
H2afz	8.088931217401678e-40	-0.7083608303559357	0.328	0.799	1.7029626891995753e-35	9.829717569306359e-29	-0.6406430232520308	0.358	0.784	2.0694504398660677e-24	9.829717569306359e-29	1.617786243480345e-39	LEC
Nfatc1	3.881221745429912e-32	-0.43084735346493963	0.145	0.591	8.171136140653594e-28	9.866201924146776e-29	-0.38443644142542305	0.124	0.497	2.0771314910906207e-24	9.866201924146776e-29	7.762443490859857e-32	LEC
Hes1	7.966275192733483e-36	-0.7718390081112405	0.268	0.712	1.6771399163261801e-31	1.0139102351019167e-28	-0.7212982901622986	0.281	0.68	2.1345852179600654e-24	1.0139102351019167e-28	1.5932550385467075e-35	LEC
Abhd2	8.404567745153344e-29	-0.37744790121178295	0.136	0.555	1.7694136473871336e-24	1.080203951917972e-28	-0.32741856835407157	0.149	0.569	2.2741533799729066e-24	1.080203951917972e-28	1.680913549030673e-28	LEC
Sparcl1	4.211774746649209e-62	-0.6393684729771733	0.579	0.691	8.867049374120579e-58	1.3161994568618672e-28	-0.42534084481256884	0.609	0.671	2.770994716531289e-24	1.3161994568618672e-28	8.423549493298525e-62	BEC
Iscu	1.4582634701136982e-36	-0.48060258575438064	0.183	0.682	3.070082083630369e-32	1.3738599211375985e-28	-0.3929027143522878	0.182	0.614	2.892387291970986e-24	1.3738599211375985e-28	2.9165269402274165e-36	LEC
Nfic	3.766383998296107e-53	-0.46065837806679705	0.297	0.524	7.929368231612794e-49	1.4699093775590004e-28	-0.3067542580900527	0.349	0.538	3.0946002125749634e-24	1.4699093775590004e-28	7.532767996592267e-53	BEC
Smad1	1.1377233771408964e-44	-0.7120668443371458	0.279	0.796	2.395249025894729e-40	1.7621966377604279e-28	-0.5650857940290475	0.281	0.712	3.709952581477029e-24	1.7621966377604279e-28	2.275446754281805e-44	LEC
Zmynd11	4.774704203077036e-36	-0.4238610313692017	0.152	0.642	1.0052184758738084e-31	1.7860522798498426e-28	-0.29712333181314776	0.148	0.569	3.760175864767874e-24	1.7860522798498426e-28	9.549408406154052e-36	LEC
Nenf	2.354306544092643e-32	-0.37441594023789676	0.143	0.602	4.956521567278241e-28	1.8928513078085474e-28	-0.3422407674635916	0.146	0.556	3.985019858329335e-24	1.8928513078085474e-28	4.708613088185302e-32	LEC
Tpp1	4.757880432461056e-37	-0.34410049449432234	0.089	0.547	1.0016765674460261e-32	2.0558036024175825e-28	-0.2907269215557191	0.125	0.516	4.328083324169736e-24	2.0558036024175825e-28	9.515760864922135e-37	LEC
Rdx	7.176288715795248e-41	-0.6660917060855791	0.239	0.737	1.5108240633363735e-36	2.0719733268769068e-28	-0.5526113818349223	0.238	0.66	4.362125445073952e-24	2.0719733268769068e-28	1.4352577431590474e-40	LEC
Bhlhe40	2.086083571397105e-43	-0.6735855379036422	0.165	0.701	4.391831742862325e-39	2.1835137282520637e-28	-0.5939080325454359	0.235	0.66	4.59695145208907e-24	2.1835137282520637e-28	4.172167142794199e-43	LEC
Acat1	2.3989395053884144e-28	-0.26028862182846146	0.089	0.471	5.0504873406942286e-24	4.664411137261004e-43	-0.31425019107709357	0.072	0.477	9.819984767275592e-39	2.3989395053884144e-28	9.328822274522035e-43	LEC
Pltp	7.733425635067569e-41	-0.442606108503924	0.236	0.451	1.6281180989507754e-36	2.5712822543734625e-28	-0.3702280984074423	0.297	0.496	5.413320530132451e-24	2.5712822543734625e-28	1.5466851270135106e-40	BEC
Rabep1	2.7276564595611964e-28	-0.29057380081129647	0.116	0.518	5.742535144314187e-24	1.1457060756854758e-32	-0.2856125105273487	0.11	0.516	2.412055001140632e-28	2.7276564595611964e-28	2.2914121513709458e-32	LEC
Ifngr1	3.097967824153903e-28	-0.3751767970577318	0.49	0.583	6.5221516601912114e-24	1.614906219802861e-37	-0.4052805442708196	0.454	0.622	3.3998620645509634e-33	3.097967824153903e-28	3.2298124396057264e-37	BEC
Rasa1	2.58813384275443e-35	-0.3326026298884228	0.105	0.547	5.448798179150902e-31	3.140068272685704e-28	-0.2636757171564843	0.126	0.516	6.6107857344852125e-24	3.140068272685704e-28	5.176267685508853e-35	LEC
Aldh2	3.2336467847734333e-28	-0.2656627145067691	0.027	0.325	6.807796575983509e-24	6.048017651607e-58	-0.39904634414091467	0.022	0.366	1.2732891561928217e-53	3.2336467847734333e-28	1.2096035303213857e-57	LEC
Mapkap1	3.3761776610312694e-28	-0.26571831044991123	0.114	0.515	7.107866829769131e-24	5.793330008002051e-31	-0.2631316096494536	0.097	0.471	1.2196697665846718e-26	3.3761776610312694e-28	1.1586660016004107e-30	LEC
Eif1b	3.612898957398365e-28	-0.3487184549104219	0.167	0.599	7.606236175010778e-24	4.7476927831500155e-33	-0.37962541799017746	0.144	0.582	9.995317616365727e-29	3.612898957398365e-28	9.495385566300106e-33	LEC
Tex261	3.6175406744139784e-28	-0.2754517310114288	0.127	0.536	7.61600838184375e-24	1.5696284979316422e-32	-0.25536749096592354	0.093	0.471	3.304538876695486e-28	3.6175406744139784e-28	3.1392569958632926e-32	LEC
St3gal6	3.6280608964656817e-28	-0.37201822396738976	0.474	0.579	7.6381566053292e-24	4.055218650818073e-34	-0.404358176839696	0.441	0.608	8.537451825567289e-30	3.6280608964656817e-28	8.110437301636175e-34	BEC
Aco2	2.3926274227922205e-32	-0.3296128425368349	0.138	0.588	5.037198513204462e-28	3.686212946170128e-28	-0.2764776523396596	0.146	0.569	7.76058411557197e-24	3.686212946170128e-28	4.785254845584454e-32	LEC
Kdelr1	7.131174848844802e-39	-0.4888457420958049	0.156	0.642	1.501326240927296e-34	3.7112829653168713e-28	-0.37896072502078104	0.168	0.588	7.813364026881609e-24	3.7112829653168713e-28	1.4262349697689539e-38	LEC
Hes1	4.3850183996607335e-28	-0.27246320546360947	0.422	0.666	9.231779236805743e-24	2.896248092522334e-75	-0.47396712011497383	0.299	0.717	6.09747110918727e-71	4.3850183996607335e-28	5.792496185044709e-75	FRC
Scarb1	1.2117614928017166e-51	-0.5649095914027337	0.477	0.65	2.551121470795454e-47	4.601944618057325e-28	-0.40009828646683454	0.485	0.625	9.688474004396086e-24	4.601944618057325e-28	2.4235229856034365e-51	BEC
Pnpla8	5.4226546220225925e-28	-0.30875392174776134	0.114	0.522	1.1416314775744164e-23	4.914426155667272e-34	-0.30772503389692063	0.104	0.503	1.0346341385526307e-29	5.4226546220225925e-28	9.828852311334523e-34	LEC
Igfbp5	8.9437298858232e-29	-0.4079453733039352	0.426	0.624	1.8829234528623583e-24	5.523910119587642e-28	-0.42825769349685894	0.485	0.696	1.1629487974767862e-23	5.523910119587642e-28	1.7887459771646354e-28	FRC
Yipf4	5.538730392537737e-28	-0.28863136633330033	0.136	0.555	1.1660689095409698e-23	4.149440764721005e-31	-0.28279968676411976	0.119	0.523	8.73581764196713e-27	5.538730392537737e-28	8.29888152944204e-31	LEC
Ssh1	4.578631003672388e-31	-0.2916713582359114	0.129	0.577	9.639391852031479e-27	5.814411479866156e-28	-0.28210519333990347	0.127	0.516	1.2241080488562218e-23	5.814411479866156e-28	9.157262007344798e-31	LEC
Chst2	6.082261990369725e-28	-0.4088731149385715	0.245	0.4	1.2804986168325382e-23	6.473367219276521e-29	-0.35674489078766297	0.27	0.456	1.362838000674286e-24	6.082261990369725e-28	1.2946734438553026e-28	BEC
Col14a1	3.5530435347231595e-46	-0.5140895521427515	0.247	0.476	7.480222553652668e-42	6.185204262256634e-28	-0.30629192707741104	0.228	0.457	1.3021710533328893e-23	6.185204262256634e-28	7.10608706944633e-46	FRC
Polr2j	8.408014536596646e-29	-0.30333570002117816	0.15	0.588	1.7701393003896917e-24	6.349873953091526e-28	-0.3036482007385299	0.126	0.503	1.336838963344359e-23	6.349873953091526e-28	1.6816029073193237e-28	LEC
Erc1	6.705329627583041e-28	-0.27582468195063126	0.116	0.522	1.4116730464950576e-23	7.805883284897625e-29	-0.2636396073135717	0.099	0.458	1.643372607969497e-24	6.705329627583041e-28	1.5611766569795267e-28	LEC
Anp32a	3.300106334237915e-40	-0.5599771607745878	0.167	0.69	6.947713865471082e-36	7.667840139117615e-28	-0.49134258401966363	0.208	0.627	1.6143103844884315e-23	7.667840139117615e-28	6.600212668475864e-40	LEC
Sh3gl1	1.6151499302137563e-35	-0.3945949143557925	0.143	0.62	3.400375148079021e-31	7.957228049171654e-28	-0.3344671992649051	0.157	0.569	1.6752352211921083e-23	7.957228049171654e-28	3.230299860427528e-35	LEC
Map3k1	8.351617836390066e-44	-0.5062680999971073	0.109	0.62	1.7582661030952005e-39	8.035581668717988e-28	-0.2931005741121988	0.105	0.458	1.6917310087151978e-23	8.035581668717988e-28	1.6703235672780054e-43	LEC
Supt4a	8.443390012289107e-28	-0.32184123950311216	0.143	0.551	1.7775868992872256e-23	3.9303276821481063e-33	-0.342328708134095	0.123	0.529	8.274518869226409e-29	8.443390012289107e-28	7.860655364296192e-33	LEC
Dpm3	8.453798561389e-28	-0.29476369633483634	0.145	0.569	1.7797782111292264e-23	7.668336457431042e-31	-0.3384349047277417	0.156	0.595	1.6144148743829573e-26	8.453798561389e-28	1.5336672914862058e-30	LEC
Igbp1	9.246152773729032e-28	-0.2667868813722591	0.127	0.54	1.946592543453173e-23	2.969483383294276e-35	-0.3170013785603154	0.094	0.484	6.25165336684944e-31	9.246152773729032e-28	5.938966766588537e-35	LEC
Timm8b	9.935998743564006e-28	-0.2928421819207422	0.121	0.511	2.0918258154825303e-23	4.447713099631037e-31	-0.26890601320162566	0.108	0.497	9.36377038865322e-27	9.935998743564006e-28	8.895426199262056e-31	LEC
Actr10	3.4480506871700667e-28	-0.31184389746392305	0.158	0.595	7.259181111699141e-24	1.0602838541968881e-27	-0.27081547550375845	0.14	0.542	2.2322155982407084e-23	1.0602838541968881e-27	6.896101374340127e-28	LEC
Rexo2	1.1097370412225634e-27	-0.32791905614670136	0.161	0.595	2.3363293928858626e-23	8.610031506654679e-31	-0.3509819352649002	0.155	0.588	1.8126699330960095e-26	1.1097370412225634e-27	1.722006301330945e-30	LEC
AY036118	9.382726464953052e-33	-0.3866070768319847	0.827	0.926	1.975345402666566e-28	1.206753135569302e-27	-0.3423201376970222	0.875	0.984	2.5405773763140514e-23	1.206753135569302e-27	1.8765452929906164e-32	FRC
Klf2	4.506518085659681e-44	-0.8762345552188775	0.317	0.839	9.487572525739326e-40	1.3406208418218077e-27	-0.6976889492474321	0.398	0.804	2.8224090582874516e-23	1.3406208418218077e-27	9.01303617131944e-44	LEC
Mrps21	6.705301640141738e-37	-0.44233037236690764	0.143	0.62	1.4116671542990402e-32	1.4472503070474205e-27	-0.4249892306225664	0.17	0.569	3.0468960714269343e-23	1.4472503070474205e-27	1.3410603280283432e-36	LEC
0610010K14Rik	1.4699016539549507e-27	-0.29056980718262815	0.147	0.569	3.094583952071358e-23	6.498210925988897e-33	-0.27980481404667634	0.123	0.549	1.3680683462484425e-28	1.4699016539549507e-27	1.2996421851977835e-32	LEC
Uqcc3	2.436260402653242e-30	-0.2798520717171477	0.105	0.515	5.12905902570587e-26	1.4923360793746485e-27	-0.2688397649885196	0.093	0.431	3.1418151479074475e-23	1.4923360793746485e-27	4.872520805306485e-30	LEC
Pdhb	1.6387786224746405e-27	-0.253447434908605	0.121	0.518	3.4501206338958605e-23	5.570733090356627e-38	-0.29709102522054764	0.099	0.523	1.1728064375127807e-33	1.6387786224746405e-27	1.1141466180713303e-37	LEC
Glg1	1.5698063453457048e-44	-0.4558061353545175	0.103	0.602	3.304913298856312e-40	1.6848603844088593e-27	-0.32600549545852175	0.142	0.529	3.547136567295971e-23	1.6848603844088593e-27	3.13961269069142e-44	LEC
Ergic3	7.3331163171436375e-40	-0.4541579391915135	0.15	0.646	1.54384097824825e-35	1.689225338206642e-27	-0.34068005627834824	0.156	0.562	3.5563261045264435e-23	1.689225338206642e-27	1.4666232634287326e-39	LEC
Hmg20b	3.2722841060761556e-35	-0.3695153833248381	0.354	0.526	6.889139728522131e-31	1.6934881804372093e-27	-0.2918409764002707	0.36	0.544	3.5653006662744566e-23	1.6934881804372093e-27	6.544568212152318e-35	BEC
Cmtm7	7.380884132494181e-35	-0.38654440287152725	0.127	0.599	1.553897536414e-30	1.7027554502438477e-27	-0.2720017391509526	0.119	0.497	3.5848110493983724e-23	1.7027554502438477e-27	1.4761768264988416e-34	LEC
Phyhd1	1.8327225972267804e-27	-0.33461028539725124	0.02	0.296	3.858430883941541e-23	7.014260091254836e-54	-0.41522365797193844	0.027	0.366	1.4767121770118806e-49	1.8327225972267804e-27	1.4028520182509705e-53	LEC
Sox4	8.023387899002146e-39	-0.6436909334937202	0.161	0.657	1.689163854376922e-34	1.874723435759965e-27	-0.4645839720239334	0.143	0.523	3.946855249305454e-23	1.874723435759965e-27	1.6046775798004363e-38	LEC
Ubn1	1.92299635749256e-27	-0.29289814111358314	0.152	0.595	4.0484842314290866e-23	1.0825552254652293e-31	-0.36360643327466	0.134	0.549	2.2791035161719474e-27	1.92299635749256e-27	2.165110450930461e-31	LEC
Cers4	7.593129400636911e-39	-0.4251480096798879	0.147	0.653	1.598581532716089e-34	1.9920565452730845e-27	-0.29720875952570147	0.131	0.516	4.193876644763425e-23	1.9920565452730845e-27	1.5186258801273778e-38	LEC
Tmem59	2.8700065869738465e-35	-0.6242238853203512	0.348	0.785	6.042224867556039e-31	2.061920720142792e-27	-0.5863987519931301	0.33	0.745	4.34096169211662e-23	2.061920720142792e-27	5.740013173947722e-35	LEC
Ap2a2	2.9816716675259264e-40	-0.4999398623529341	0.165	0.682	6.277313361642333e-36	2.071594798879253e-27	-0.3747015187527704	0.188	0.614	4.3613285300804915e-23	2.071594798879253e-27	5.963343335051851e-40	LEC
Anp32a	2.6020671618695184e-38	-0.4403989152207394	0.525	0.637	5.478131995883897e-34	2.186259361987154e-27	-0.3676131409461476	0.531	0.637	4.6027318347915555e-23	2.186259361987154e-27	5.204134323739062e-38	BEC
